lower guild,upper guild,lower.species,upper.species,fortotals,lower,upper
01PLANT.,02FV.,Matricaria recutita,Azelia cilipes,9.94E+01,01PLANT.Matricaria recutita,02FV.Azelia cilipes
01PLANT.,02FV.,Matricaria recutita,Bellardia pandia,9.94E+01,01PLANT.Matricaria recutita,02FV.Bellardia pandia
01PLANT.,02FV.,Matricaria recutita,Botanophila fugax,7.71E+02,01PLANT.Matricaria recutita,02FV.Botanophila fugax
01PLANT.,02FV.,Matricaria recutita,Bruchus rufimanus,2.78E+03,01PLANT.Matricaria recutita,02FV.Bruchus rufimanus
01PLANT.,02FV.,Matricaria recutita,Cantharis nigra,1.47E+03,01PLANT.Matricaria recutita,02FV.Cantharis nigra
01PLANT.,02FV.,Matricaria recutita,Chrysotoxum bicinctum,9.94E+01,01PLANT.Matricaria recutita,02FV.Chrysotoxum bicinctum
01PLANT.,02FV.,Matricaria recutita,Delia sp,6.61E+03,01PLANT.Matricaria recutita,02FV.Delia sp
01PLANT.,02FV.,Matricaria recutita,Dolichopus festivus,2.78E+03,01PLANT.Matricaria recutita,02FV.Dolichopus festivus
01PLANT.,02FV.,Matricaria recutita,Empis livida,9.26E+03,01PLANT.Matricaria recutita,02FV.Empis livida
01PLANT.,02FV.,Matricaria recutita,Eristalis arbustorum,1.46E+03,01PLANT.Matricaria recutita,02FV.Eristalis arbustorum
01PLANT.,02FV.,Matricaria recutita,Eristalis tenax,6.05E+02,01PLANT.Matricaria recutita,02FV.Eristalis tenax
01PLANT.,02FV.,Matricaria recutita,Eudasyphora cyanella,6.05E+02,01PLANT.Matricaria recutita,02FV.Eudasyphora cyanella
01PLANT.,02FV.,Matricaria recutita,Eupeodes corollae,1.54E+03,01PLANT.Matricaria recutita,02FV.Eupeodes corollae
01PLANT.,02FV.,Matricaria recutita,Gastrophysa viridular,2.31E+03,01PLANT.Matricaria recutita,02FV.Gastrophysa viridular
01PLANT.,02FV.,Matricaria recutita,Helophilus trivittatus,7.71E+02,01PLANT.Matricaria recutita,02FV.Helophilus trivittatus
01PLANT.,02FV.,Matricaria recutita,Hydrellia griseola,1.90E+03,01PLANT.Matricaria recutita,02FV.Hydrellia griseola
01PLANT.,02FV.,Matricaria recutita,Hylaeus communis,6.05E+02,01PLANT.Matricaria recutita,02FV.Hylaeus communis
01PLANT.,02FV.,Matricaria recutita,Melanostoma mellinum,1.28E+03,01PLANT.Matricaria recutita,02FV.Melanostoma mellinum
01PLANT.,02FV.,Matricaria recutita,Neomyia cornicina,2.31E+03,01PLANT.Matricaria recutita,02FV.Neomyia cornicina
01PLANT.,02FV.,Matricaria recutita,Oedemera lurida,7.71E+02,01PLANT.Matricaria recutita,02FV.Oedemera lurida
01PLANT.,02FV.,Matricaria recutita,Oedemera nobilis,1.47E+03,01PLANT.Matricaria recutita,02FV.Oedemera nobilis
01PLANT.,02FV.,Matricaria recutita,Olibrus aeneus,1.09E+03,01PLANT.Matricaria recutita,02FV.Olibrus aeneus
01PLANT.,02FV.,Matricaria recutita,Omphalapion hookerorum,6.96E+02,01PLANT.Matricaria recutita,02FV.Omphalapion hookerorum
01PLANT.,02FV.,Matricaria recutita,Opomyza germinationis,6.96E+02,01PLANT.Matricaria recutita,02FV.Opomyza germinationis
01PLANT.,02FV.,Matricaria recutita,Pegoplata aestiva or Adia cinerella,3.98E+03,01PLANT.Matricaria recutita,02FV.Pegoplata aestiva or Adia cinerella
01PLANT.,02FV.,Matricaria recutita,Phasia obesa,1.54E+03,01PLANT.Matricaria recutita,02FV.Phasia obesa
01PLANT.,02FV.,Matricaria recutita,Phasia pusilla,6.05E+02,01PLANT.Matricaria recutita,02FV.Phasia pusilla
01PLANT.,02FV.,Matricaria recutita,Platycheirus albimanus,1.38E+03,01PLANT.Matricaria recutita,02FV.Platycheirus albimanus
01PLANT.,02FV.,Matricaria recutita,Platycheirus manicatus,7.71E+02,01PLANT.Matricaria recutita,02FV.Platycheirus manicatus
01PLANT.,02FV.,Matricaria recutita,Platycheirus sp,7.71E+02,01PLANT.Matricaria recutita,02FV.Platycheirus sp
01PLANT.,02FV.,Matricaria recutita,Pollenia amentaria,9.94E+01,01PLANT.Matricaria recutita,02FV.Pollenia amentaria
01PLANT.,02FV.,Matricaria recutita,Pollenia pediculata,1.60E+03,01PLANT.Matricaria recutita,02FV.Pollenia pediculata
01PLANT.,02FV.,Matricaria recutita,Pollenia rudis,7.91E+02,01PLANT.Matricaria recutita,02FV.Pollenia rudis
01PLANT.,02FV.,Matricaria recutita,Rhagonycha fulva,2.98E+02,01PLANT.Matricaria recutita,02FV.Rhagonycha fulva
01PLANT.,02FV.,Matricaria recutita,Rhinophora lepida,9.94E+01,01PLANT.Matricaria recutita,02FV.Rhinophora lepida
01PLANT.,02FV.,Matricaria recutita,Scaptomyza flava,6.66E+02,01PLANT.Matricaria recutita,02FV.Scaptomyza flava
01PLANT.,02FV.,Matricaria recutita,Scaptomyza pallida,1.30E+03,01PLANT.Matricaria recutita,02FV.Scaptomyza pallida
01PLANT.,02FV.,Matricaria recutita,Scathophaga stercoraria,6.27E+03,01PLANT.Matricaria recutita,02FV.Scathophaga stercoraria
01PLANT.,02FV.,Matricaria recutita,Scatopsidae sp,2.42E+03,01PLANT.Matricaria recutita,02FV.Scatopsidae sp
01PLANT.,02FV.,Matricaria recutita,Sepsis fulgens,1.21E+03,01PLANT.Matricaria recutita,02FV.Sepsis fulgens
01PLANT.,02FV.,Matricaria recutita,Siphona geniculata,1.99E+02,01PLANT.Matricaria recutita,02FV.Siphona geniculata
01PLANT.,02FV.,Matricaria recutita,Sphaerophoria menthastri,6.05E+02,01PLANT.Matricaria recutita,02FV.Sphaerophoria menthastri
01PLANT.,02FV.,Matricaria recutita,Sphaerophoria scripta,4.94E+03,01PLANT.Matricaria recutita,02FV.Sphaerophoria scripta
01PLANT.,02FV.,Matricaria recutita,Sphaerophoria sp,5.19E+03,01PLANT.Matricaria recutita,02FV.Sphaerophoria sp
01PLANT.,02FV.,Matricaria recutita,Stenodiplosis sp,9.94E+01,01PLANT.Matricaria recutita,02FV.Stenodiplosis sp
01PLANT.,02FV.,Matricaria recutita,Syritta pipiens,6.05E+02,01PLANT.Matricaria recutita,02FV.Syritta pipiens
01PLANT.,02FV.,Matricaria recutita,Thaumatomyia glabra,9.94E+01,01PLANT.Matricaria recutita,02FV.Thaumatomyia glabra
01PLANT.,02FV.,Medicago sativa ssp. sativa,Apis mellifera,1.71E+04,01PLANT.Medicago sativa ssp. sativa,02FV.Apis mellifera
01PLANT.,02FV.,Medicago sativa ssp. sativa,Bombus terrestris,1.14E+03,01PLANT.Medicago sativa ssp. sativa,02FV.Bombus terrestris
01PLANT.,02FV.,Medicago sativa ssp. sativa,Gastrophysa viridular,1.14E+03,01PLANT.Medicago sativa ssp. sativa,02FV.Gastrophysa viridular
01PLANT.,02FV.,Medicago sativa ssp. sativa,Rhingia campestris,1.14E+03,01PLANT.Medicago sativa ssp. sativa,02FV.Rhingia campestris
01PLANT.,02FV.,Mentha arvensis,Apis mellifera,5.97E+02,01PLANT.Mentha arvensis,02FV.Apis mellifera
01PLANT.,02FV.,Mentha arvensis,Eristalis arbustorum,9.94E+01,01PLANT.Mentha arvensis,02FV.Eristalis arbustorum
01PLANT.,02FV.,Mentha arvensis,Oedemera lurida,9.94E+01,01PLANT.Mentha arvensis,02FV.Oedemera lurida
01PLANT.,02FV.,Mentha arvensis,Scathophaga stercoraria,3.94E+01,01PLANT.Mentha arvensis,02FV.Scathophaga stercoraria
01PLANT.,02FV.,Myosotis arvensis,Empis livida,7.48E+02,01PLANT.Myosotis arvensis,02FV.Empis livida
01PLANT.,02FV.,Papaver sp.,Bombus lapidarius,2.29E+03,01PLANT.Papaver sp.,02FV.Bombus lapidarius
01PLANT.,02FV.,Papaver sp.,Bombus terrestris,2.22E+03,01PLANT.Papaver sp.,02FV.Bombus terrestris
01PLANT.,02FV.,Papaver sp.,Delia sp,7.71E+02,01PLANT.Papaver sp.,02FV.Delia sp
01PLANT.,02FV.,Papaver sp.,Empis livida,4.97E+01,01PLANT.Papaver sp.,02FV.Empis livida
01PLANT.,02FV.,Papaver sp.,Oedemera nobilis,9.94E+01,01PLANT.Papaver sp.,02FV.Oedemera nobilis
01PLANT.,02FV.,Papaver sp.,Platycheirus nielseni,7.71E+02,01PLANT.Papaver sp.,02FV.Platycheirus nielseni
01PLANT.,02FV.,Prunus spinosa,Scathophaga stercoraria,3.94E+01,01PLANT.Prunus spinosa,02FV.Scathophaga stercoraria
01PLANT.,02FV.,Ranunculus acris,Pegoplata aestiva or Adia cinerella,1.47E+03,01PLANT.Ranunculus acris,02FV.Pegoplata aestiva or Adia cinerella
01PLANT.,02FV.,Ranunculus repens,Agriotes pallidulus,1.97E+01,01PLANT.Ranunculus repens,02FV.Agriotes pallidulus
01PLANT.,02FV.,Ranunculus repens,Alysiinae sp,4.95E+02,01PLANT.Ranunculus repens,02FV.Alysiinae sp
01PLANT.,02FV.,Ranunculus repens,Asecodes coronis,1.11E+03,01PLANT.Ranunculus repens,02FV.Asecodes coronis
01PLANT.,02FV.,Ranunculus repens,Botanophila striolata,5.35E+02,01PLANT.Ranunculus repens,02FV.Botanophila striolata
01PLANT.,02FV.,Ranunculus repens,Bracon sp,1.90E+01,01PLANT.Ranunculus repens,02FV.Bracon sp
01PLANT.,02FV.,Ranunculus repens,Cantharis nigra,7.61E+02,01PLANT.Ranunculus repens,02FV.Cantharis nigra
01PLANT.,02FV.,Ranunculus repens,Cecidomyiidae sp,3.70E+02,01PLANT.Ranunculus repens,02FV.Cecidomyiidae sp
01PLANT.,02FV.,Ranunculus repens,Cephus pygmaeus,5.84E+01,01PLANT.Ranunculus repens,02FV.Cephus pygmaeus
01PLANT.,02FV.,Ranunculus repens,Ceraphron trissacantha,7.20E+02,01PLANT.Ranunculus repens,02FV.Ceraphron trissacantha
01PLANT.,02FV.,Ranunculus repens,Cheilosia albitarsis,7.75E+02,01PLANT.Ranunculus repens,02FV.Cheilosia albitarsis
01PLANT.,02FV.,Ranunculus repens,Chloromyia formosa,1.35E+03,01PLANT.Ranunculus repens,02FV.Chloromyia formosa
01PLANT.,02FV.,Ranunculus repens,Chorebus sp nov,1.48E+03,01PLANT.Ranunculus repens,02FV.Chorebus sp nov
01PLANT.,02FV.,Ranunculus repens,Chromatomyia nigra,4.97E+01,01PLANT.Ranunculus repens,02FV.Chromatomyia nigra
01PLANT.,02FV.,Ranunculus repens,Chrysotus sp,4.97E+01,01PLANT.Ranunculus repens,02FV.Chrysotus sp
01PLANT.,02FV.,Ranunculus repens,Delia sp,9.00E+03,01PLANT.Ranunculus repens,02FV.Delia sp
01PLANT.,02FV.,Ranunculus repens,Demetrias atricapillus,6.05E+02,01PLANT.Ranunculus repens,02FV.Demetrias atricapillus
01PLANT.,02FV.,Ranunculus repens,Desmometopa sp,7.48E+02,01PLANT.Ranunculus repens,02FV.Desmometopa sp
01PLANT.,02FV.,Ranunculus repens,Diplonevra sp,1.59E+03,01PLANT.Ranunculus repens,02FV.Diplonevra sp
01PLANT.,02FV.,Ranunculus repens,Dolichopus festivus,6.87E+01,01PLANT.Ranunculus repens,02FV.Dolichopus festivus
01PLANT.,02FV.,Ranunculus repens,Empis livida,3.87E+03,01PLANT.Ranunculus repens,02FV.Empis livida
01PLANT.,02FV.,Ranunculus repens,Episyrphus balteatus,7.48E+02,01PLANT.Ranunculus repens,02FV.Episyrphus balteatus
01PLANT.,02FV.,Ranunculus repens,Fannia sp,1.18E+02,01PLANT.Ranunculus repens,02FV.Fannia sp
01PLANT.,02FV.,Ranunculus repens,Formicidae B,1.52E+03,01PLANT.Ranunculus repens,02FV.Formicidae B
01PLANT.,02FV.,Ranunculus repens,Geomyza tripunctata,9.52E+02,01PLANT.Ranunculus repens,02FV.Geomyza tripunctata
01PLANT.,02FV.,Ranunculus repens,Glyphipterix simpliciella,1.03E+03,01PLANT.Ranunculus repens,02FV.Glyphipterix simpliciella
01PLANT.,02FV.,Ranunculus repens,Helina sp,7.40E+02,01PLANT.Ranunculus repens,02FV.Helina sp
01PLANT.,02FV.,Ranunculus repens,Hemicrepidius hirtus,4.97E+01,01PLANT.Ranunculus repens,02FV.Hemicrepidius hirtus
01PLANT.,02FV.,Ranunculus repens,Hydrellia griseola,1.11E+03,01PLANT.Ranunculus repens,02FV.Hydrellia griseola
01PLANT.,02FV.,Ranunculus repens,Hydrellia maura,7.59E+02,01PLANT.Ranunculus repens,02FV.Hydrellia maura
01PLANT.,02FV.,Ranunculus repens,Hylaeus hyalinatus,2.78E+02,01PLANT.Ranunculus repens,02FV.Hylaeus hyalinatus
01PLANT.,02FV.,Ranunculus repens,Hylemya urbica/variata,4.76E+02,01PLANT.Ranunculus repens,02FV.Hylemya urbica/variata
01PLANT.,02FV.,Ranunculus repens,Hylemya vagans,4.97E+01,01PLANT.Ranunculus repens,02FV.Hylemya vagans
01PLANT.,02FV.,Ranunculus repens,Hylemya variata,2.78E+02,01PLANT.Ranunculus repens,02FV.Hylemya variata
01PLANT.,02FV.,Ranunculus repens,Limnia unguicornis,1.31E+01,01PLANT.Ranunculus repens,02FV.Limnia unguicornis
01PLANT.,02FV.,Ranunculus repens,Lonchoptera lutea,6.55E+02,01PLANT.Ranunculus repens,02FV.Lonchoptera lutea
01PLANT.,02FV.,Ranunculus repens,Lotophila atra,1.22E+03,01PLANT.Ranunculus repens,02FV.Lotophila atra
01PLANT.,02FV.,Ranunculus repens,Malachius bipustulatus,8.16E+02,01PLANT.Ranunculus repens,02FV.Malachius bipustulatus
01PLANT.,02FV.,Ranunculus repens,Megaselia sp,1.90E+01,01PLANT.Ranunculus repens,02FV.Megaselia sp
01PLANT.,02FV.,Ranunculus repens,Melangyna sp,2.41E+03,01PLANT.Ranunculus repens,02FV.Melangyna sp
01PLANT.,02FV.,Ranunculus repens,Melanostoma mellinum,1.80E+03,01PLANT.Ranunculus repens,02FV.Melanostoma mellinum
01PLANT.,02FV.,Ranunculus repens,Melanostoma sp,1.97E+01,01PLANT.Ranunculus repens,02FV.Melanostoma sp
01PLANT.,02FV.,Ranunculus repens,Metopina sp,5.14E+03,01PLANT.Ranunculus repens,02FV.Metopina sp
01PLANT.,02FV.,Ranunculus repens,Micropterix calthella,8.33E+02,01PLANT.Ranunculus repens,02FV.Micropterix calthella
01PLANT.,02FV.,Ranunculus repens,Oedemera lurida,6.77E+02,01PLANT.Ranunculus repens,02FV.Oedemera lurida
01PLANT.,02FV.,Ranunculus repens,Oedemera nobilis,2.28E+03,01PLANT.Ranunculus repens,02FV.Oedemera nobilis
01PLANT.,02FV.,Ranunculus repens,Opomyza germinationis,1.53E+03,01PLANT.Ranunculus repens,02FV.Opomyza germinationis
01PLANT.,02FV.,Ranunculus repens,Opomyza petrei,4.97E+01,01PLANT.Ranunculus repens,02FV.Opomyza petrei
01PLANT.,02FV.,Ranunculus repens,Oscinella frit,3.04E+02,01PLANT.Ranunculus repens,02FV.Oscinella frit
01PLANT.,02FV.,Ranunculus repens,Oscinella hortensis,1.31E+01,01PLANT.Ranunculus repens,02FV.Oscinella hortensis
01PLANT.,02FV.,Ranunculus repens,Oscinella nigerrima,4.97E+01,01PLANT.Ranunculus repens,02FV.Oscinella nigerrima
01PLANT.,02FV.,Ranunculus repens,Oscinella nitidissima,3.45E+02,01PLANT.Ranunculus repens,02FV.Oscinella nitidissima
01PLANT.,02FV.,Ranunculus repens,Pegoplata aestiva or Adia cinerella,2.91E+04,01PLANT.Ranunculus repens,02FV.Pegoplata aestiva or Adia cinerella
01PLANT.,02FV.,Ranunculus repens,Pegoplata infirma,9.94E+01,01PLANT.Ranunculus repens,02FV.Pegoplata infirma
01PLANT.,02FV.,Ranunculus repens,Phyllonorycter sp,9.94E+01,01PLANT.Ranunculus repens,02FV.Phyllonorycter sp
01PLANT.,02FV.,Ranunculus repens,Phytomyza cineracea,9.94E+01,01PLANT.Ranunculus repens,02FV.Phytomyza cineracea
01PLANT.,02FV.,Ranunculus repens,Phytomyza notata,4.76E+02,01PLANT.Ranunculus repens,02FV.Phytomyza notata
01PLANT.,02FV.,Ranunculus repens,Platycheirus albimanus,7.72E+02,01PLANT.Ranunculus repens,02FV.Platycheirus albimanus
01PLANT.,02FV.,Ranunculus repens,Platycheirus clypeatus,6.05E+02,01PLANT.Ranunculus repens,02FV.Platycheirus clypeatus
01PLANT.,02FV.,Ranunculus repens,Platypalpus sp,6.53E+00,01PLANT.Ranunculus repens,02FV.Platypalpus sp
01PLANT.,02FV.,Ranunculus repens,Psallinae sp,4.76E+02,01PLANT.Ranunculus repens,02FV.Psallinae sp
01PLANT.,02FV.,Ranunculus repens,Pteromalidae,4.76E+02,01PLANT.Ranunculus repens,02FV.Pteromalidae
01PLANT.,02FV.,Ranunculus repens,Rhagio notatus,7.40E+02,01PLANT.Ranunculus repens,02FV.Rhagio notatus
01PLANT.,02FV.,Ranunculus repens,Rhagio tringarius,1.48E+03,01PLANT.Ranunculus repens,02FV.Rhagio tringarius
01PLANT.,02FV.,Ranunculus repens,Rhagonycha fulva,4.97E+01,01PLANT.Ranunculus repens,02FV.Rhagonycha fulva
01PLANT.,02FV.,Ranunculus repens,Rhingia campestris,2.78E+02,01PLANT.Ranunculus repens,02FV.Rhingia campestris
01PLANT.,02FV.,Ranunculus repens,Rhoptromeris heptoma,1.48E+03,01PLANT.Ranunculus repens,02FV.Rhoptromeris heptoma
01PLANT.,02FV.,Ranunculus repens,Saltella sphondylii,4.76E+02,01PLANT.Ranunculus repens,02FV.Saltella sphondylii
01PLANT.,02FV.,Ranunculus repens,Scathophaga stercoraria,6.81E+03,01PLANT.Ranunculus repens,02FV.Scathophaga stercoraria
01PLANT.,02FV.,Ranunculus repens,Scatopsidae sp,1.11E+03,01PLANT.Ranunculus repens,02FV.Scatopsidae sp
01PLANT.,02FV.,Ranunculus repens,Sciaridae sp,4.76E+02,01PLANT.Ranunculus repens,02FV.Sciaridae sp
01PLANT.,02FV.,Ranunculus repens,Sepsis cynipsea or neocynipsea,9.52E+02,01PLANT.Ranunculus repens,02FV.Sepsis cynipsea or neocynipsea
01PLANT.,02FV.,Ranunculus repens,Sepsis fulgens,7.40E+02,01PLANT.Ranunculus repens,02FV.Sepsis fulgens
01PLANT.,02FV.,Ranunculus repens,Siphona geniculata,1.16E+03,01PLANT.Ranunculus repens,02FV.Siphona geniculata
01PLANT.,02FV.,Ranunculus repens,Sphaerophoria sp,2.84E+03,01PLANT.Ranunculus repens,02FV.Sphaerophoria sp
01PLANT.,02FV.,Ranunculus repens,Stenomalina sp,2.41E+03,01PLANT.Ranunculus repens,02FV.Stenomalina sp
01PLANT.,02FV.,Ranunculus repens,Tetrastichinae sp,1.48E+03,01PLANT.Ranunculus repens,02FV.Tetrastichinae sp
01PLANT.,02FV.,Ranunculus repens,Triphleba sp,1.12E+03,01PLANT.Ranunculus repens,02FV.Triphleba sp
01PLANT.,02FV.,Ranunculus repens,Tytthaspis sedecimpunctata,1.90E+01,01PLANT.Ranunculus repens,02FV.Tytthaspis sedecimpunctata
01PLANT.,02FV.,Rosa sp.,Anaspis maculata,3.94E+01,01PLANT.Rosa sp.,02FV.Anaspis maculata
01PLANT.,02FV.,Rosa sp.,Anaspis pulicaria,2.36E+02,01PLANT.Rosa sp.,02FV.Anaspis pulicaria
01PLANT.,02FV.,Rosa sp.,Byturus tomentosus,3.94E+01,01PLANT.Rosa sp.,02FV.Byturus tomentosus
01PLANT.,02FV.,Rosa sp.,Epuraea melanocephala,1.58E+02,01PLANT.Rosa sp.,02FV.Epuraea melanocephala
01PLANT.,02FV.,Rosa sp.,Pegoplata aestiva or Adia cinerella,3.94E+01,01PLANT.Rosa sp.,02FV.Pegoplata aestiva or Adia cinerella
01PLANT.,02FV.,Rubus fruticosus,Anaspis pulicaria,4.97E+01,01PLANT.Rubus fruticosus,02FV.Anaspis pulicaria
01PLANT.,02FV.,Rubus fruticosus,Apis mellifera,4.14E+02,01PLANT.Rubus fruticosus,02FV.Apis mellifera
01PLANT.,02FV.,Rubus fruticosus,Baccha elongate,7.46E+01,01PLANT.Rubus fruticosus,02FV.Baccha elongate
01PLANT.,02FV.,Rubus fruticosus,Bombus hortorum,4.97E+01,01PLANT.Rubus fruticosus,02FV.Bombus hortorum
01PLANT.,02FV.,Rubus fruticosus,Bombus lapidarius,1.97E+01,01PLANT.Rubus fruticosus,02FV.Bombus lapidarius
01PLANT.,02FV.,Rubus fruticosus,Bombus pascuorum,3.94E+01,01PLANT.Rubus fruticosus,02FV.Bombus pascuorum
01PLANT.,02FV.,Rubus fruticosus,Bombus terrestris,5.91E+01,01PLANT.Rubus fruticosus,02FV.Bombus terrestris
01PLANT.,02FV.,Rubus fruticosus,Brachypterus urticae,9.94E+01,01PLANT.Rubus fruticosus,02FV.Brachypterus urticae
01PLANT.,02FV.,Rubus fruticosus,Cantharis nigra,7.88E+01,01PLANT.Rubus fruticosus,02FV.Cantharis nigra
01PLANT.,02FV.,Rubus fruticosus,Cephus pygmaeus,1.97E+01,01PLANT.Rubus fruticosus,02FV.Cephus pygmaeus
01PLANT.,02FV.,Rubus fruticosus,Chrysotus sp,2.13E+02,01PLANT.Rubus fruticosus,02FV.Chrysotus sp
01PLANT.,02FV.,Rubus fruticosus,Coccinella septempunctata,3.94E+01,01PLANT.Rubus fruticosus,02FV.Coccinella septempunctata
01PLANT.,02FV.,Rubus fruticosus,Crossopalpus sp,3.94E+01,01PLANT.Rubus fruticosus,02FV.Crossopalpus sp
01PLANT.,02FV.,Rubus fruticosus,Empis livida,4.36E+02,01PLANT.Rubus fruticosus,02FV.Empis livida
01PLANT.,02FV.,Rubus fruticosus,Episyrphus balteatus,1.89E+02,01PLANT.Rubus fruticosus,02FV.Episyrphus balteatus
01PLANT.,02FV.,Rubus fruticosus,Eristalis pertinax,1.34E+02,01PLANT.Rubus fruticosus,02FV.Eristalis pertinax
01PLANT.,02FV.,Rubus fruticosus,Fannia sp,9.94E+01,01PLANT.Rubus fruticosus,02FV.Fannia sp
01PLANT.,02FV.,Rubus fruticosus,Hylemya variata,7.46E+01,01PLANT.Rubus fruticosus,02FV.Hylemya variata
01PLANT.,02FV.,Rubus fruticosus,Ichneumonidae,1.97E+01,01PLANT.Rubus fruticosus,02FV.Ichneumonidae
01PLANT.,02FV.,Rubus fruticosus,Malthodes minimus,3.94E+01,01PLANT.Rubus fruticosus,02FV.Malthodes minimus
01PLANT.,02FV.,Rubus fruticosus,Melanostoma scalare,1.18E+02,01PLANT.Rubus fruticosus,02FV.Melanostoma scalare
01PLANT.,02FV.,Rubus fruticosus,Neoascia podagrica,9.94E+01,01PLANT.Rubus fruticosus,02FV.Neoascia podagrica
01PLANT.,02FV.,Rubus fruticosus,Oedemera nobilis,1.39E+02,01PLANT.Rubus fruticosus,02FV.Oedemera nobilis
01PLANT.,02FV.,Rubus fruticosus,Pegoplata aestiva or Adia cinerella,8.91E+01,01PLANT.Rubus fruticosus,02FV.Pegoplata aestiva or Adia cinerella
01PLANT.,02FV.,Rubus fruticosus,Platycheirus albimanus,1.93E+02,01PLANT.Rubus fruticosus,02FV.Platycheirus albimanus
01PLANT.,02FV.,Rubus fruticosus,Platycheirus nielseni,1.97E+01,01PLANT.Rubus fruticosus,02FV.Platycheirus nielseni
01PLANT.,02FV.,Rubus fruticosus,Platycheirus peltatus,1.97E+01,01PLANT.Rubus fruticosus,02FV.Platycheirus peltatus
01PLANT.,02FV.,Rubus fruticosus,Pollenia pediculata,1.97E+01,01PLANT.Rubus fruticosus,02FV.Pollenia pediculata
01PLANT.,02FV.,Rubus fruticosus,Rhagonycha fulva,1.97E+01,01PLANT.Rubus fruticosus,02FV.Rhagonycha fulva
01PLANT.,02FV.,Rubus fruticosus,Rhinophora lepida,7.88E+01,01PLANT.Rubus fruticosus,02FV.Rhinophora lepida
01PLANT.,02FV.,Rubus fruticosus,Scathophaga stercoraria,4.97E+01,01PLANT.Rubus fruticosus,02FV.Scathophaga stercoraria
01PLANT.,02FV.,Rubus fruticosus,Sepsis cynipsea or neocynipsea,1.97E+01,01PLANT.Rubus fruticosus,02FV.Sepsis cynipsea or neocynipsea
01PLANT.,02FV.,Rubus fruticosus,Sepsis flavimana,3.94E+01,01PLANT.Rubus fruticosus,02FV.Sepsis flavimana
01PLANT.,02FV.,Rubus fruticosus,Siphona geniculata,1.49E+02,01PLANT.Rubus fruticosus,02FV.Siphona geniculata
01PLANT.,02FV.,Rubus fruticosus,Sphaerophoria sp,1.97E+01,01PLANT.Rubus fruticosus,02FV.Sphaerophoria sp
01PLANT.,02FV.,Rubus fruticosus,Syritta pipiens,1.97E+01,01PLANT.Rubus fruticosus,02FV.Syritta pipiens
01PLANT.,02FV.,Rubus fruticosus,Trybliographa erythrocera,3.94E+01,01PLANT.Rubus fruticosus,02FV.Trybliographa erythrocera
01PLANT.,02FV.,Senacio jacobaea,Botanophila fugax,1.31E+01,01PLANT.Senacio jacobaea,02FV.Botanophila fugax
01PLANT.,02FV.,Senacio jacobaea,Calliphora vomitoria,6.53E+00,01PLANT.Senacio jacobaea,02FV.Calliphora vomitoria
01PLANT.,02FV.,Senacio jacobaea,Eriothrix rufomaculata,6.53E+00,01PLANT.Senacio jacobaea,02FV.Eriothrix rufomaculata
01PLANT.,02FV.,Senacio jacobaea,Eristalis arbustorum,1.31E+01,01PLANT.Senacio jacobaea,02FV.Eristalis arbustorum
01PLANT.,02FV.,Senacio jacobaea,Eristalis pertinax,1.31E+01,01PLANT.Senacio jacobaea,02FV.Eristalis pertinax
01PLANT.,02FV.,Senacio jacobaea,Eristalis tenax,1.74E+01,01PLANT.Senacio jacobaea,02FV.Eristalis tenax
01PLANT.,02FV.,Senacio jacobaea,Eupeodes corollae,6.53E+00,01PLANT.Senacio jacobaea,02FV.Eupeodes corollae
01PLANT.,02FV.,Senacio jacobaea,Herina longistylata,6.53E+00,01PLANT.Senacio jacobaea,02FV.Herina longistylata
01PLANT.,02FV.,Senacio jacobaea,Lucilia caesar,6.53E+00,01PLANT.Senacio jacobaea,02FV.Lucilia caesar
01PLANT.,02FV.,Senacio jacobaea,Lucilia richardsi,6.53E+00,01PLANT.Senacio jacobaea,02FV.Lucilia richardsi
01PLANT.,02FV.,Senacio jacobaea,Lucilia sericata,6.53E+00,01PLANT.Senacio jacobaea,02FV.Lucilia sericata
01PLANT.,02FV.,Senacio jacobaea,Melinda viridicyanea,1.31E+01,01PLANT.Senacio jacobaea,02FV.Melinda viridicyanea
01PLANT.,02FV.,Senacio jacobaea,Neomyia cornicina,1.31E+01,01PLANT.Senacio jacobaea,02FV.Neomyia cornicina
01PLANT.,02FV.,Senacio jacobaea,Neomyia viridescens,6.53E+00,01PLANT.Senacio jacobaea,02FV.Neomyia viridescens
01PLANT.,02FV.,Senacio jacobaea,Platycheirus albimanus,6.53E+00,01PLANT.Senacio jacobaea,02FV.Platycheirus albimanus
01PLANT.,02FV.,Senacio jacobaea,Psocoptera sp,6.53E+00,01PLANT.Senacio jacobaea,02FV.Psocoptera sp
01PLANT.,02FV.,Senacio jacobaea,Pyronia tithonus,1.96E+01,01PLANT.Senacio jacobaea,02FV.Pyronia tithonus
01PLANT.,02FV.,Senacio jacobaea,Sicus ferrugineus,6.53E+00,01PLANT.Senacio jacobaea,02FV.Sicus ferrugineus
